116,16,2,13,148
64,125,6,15,74
40,1,15,43,16
116,37,90,149,42
6,116,37,149,24
143,1,40,19,24
15,50,100,37,83
1,68,24,19,135
40,6,138,15,111
7,2,21,128,53
83,2,44,117,13
34,42,83,23,1
37,24,65,23,15
113,143,74,24,15
68,15,83,138,36
135,40,83,98,50
36,34,15,76,135
23,135,42,40,149
2,140,45,28,6
24,40,64,15,3
45,14,1,65,6
23,50,98,24,37
36,23,1,34,135
7,1,2,89,103
13,137,7,103,89
15,23,83,125,113
2,142,14,44,13
19,23,28,135,83
34,40,90,37,113
87,143,7,13,16
6,2,23,24,98
43,7,1,44,15
1,42,116,16,46
135,103,137,21,7
1,40,140,42,149
40,67,149,23,16
113,19,24,65,74
21,42,128,2,137
40,6,24,2,16
24,67,15,148,23
16,68,42,140,65
83,50,6,28,149
34,83,19,28,90
1,67,6,28,15
44,33,3,54,21
6,15,138,40,74
15,83,143,125,23
16,90,6,140,135
1,15,36,83,65
67,6,16,125,24
28,3,19,24,50
42,68,111,19,40
3,21,85,94,44
7,13,137,42,54
78,1,37,15,16
21,44,135,1,137
15,19,83,68,28
65,64,16,42,67
133,149,96,40,16
143,37,67,74,122
42,90,19,15,135
1,33,2,54,7
113,40,143,6,74
37,42,40,83,116
50,42,19,74,24
23,76,1,15,40
16,6,98,143,67
50,2,23,98,19
16,90,140,37,19
40,42,19,24,140
50,90,6,1,26
23,28,67,15,111
100,24,29,23,15
1,40,6,19,15
40,37,149,67,29
37,2,43,16,23
6,149,83,24,98
2,135,21,3,149
16,111,19,40,50
23,68,50,1,24
3,30,2,21,7
122,19,23,83,143
1,29,2,37,19
40,15,1,37,122
1,40,138,65,64
1,40,83,67,28
135,34,6,15,116
1,42,15,83,45
37,50,138,24,6
148,16,65,78,1
133,44,33,13,7
29,138,67,111,24
1,19,100,111,28
90,16,140,37,1
135,23,98,68,50
21,137,133,117,13
98,19,138,1,125
15,64,140,65,67
94,128,54,44,137
143,113,98,125,67
90,83,3,15,42
46,1,78,15,6
16,28,42,50,83
64,149,50,29,98
16,100,111,24,65
19,24,67,138,65
50,100,15,138,6
42,24,113,6,125
24,1,149,6,65
43,1,15,50,98
1,138,100,111,50
122,137,117,7,21
81,2,21,137,13
15,50,149,40,122
29,65,140,6,64
1,78,23,148,13
116,24,68,135,83
94,2,44,42,89
23,29,40,90,15
23,90,42,37,1
90,24,23,64,67
13,46,37,44,7
101,14,2,7,21
19,113,90,37,6
15,138,125,74,83
90,140,149,23,98
76,19,23,36,40
125,64,23,24,16
37,50,15,67,64
19,90,68,24,34
67,16,65,42,64
16,3,1,14,23
24,40,15,133,29
116,83,40,46,1
65,90,16,1,37
94,117,87,13,7
1,149,2,33,3
135,15,19,65,54
94,46,7,44,42
113,19,6,16,122
24,90,29,149,26
2,55,91,33,103
6,67,135,1,43
19,65,6,100,1
50,23,68,83,90
50,122,98,23,16
21,15,2,89,7
37,138,83,50,125
64,48,148,19,135
42,19,64,40,67
34,1,23,6,13
34,19,42,83,24
133,6,23,68,24
29,19,135,54,24
65,3,37,19,16
135,6,46,15,90
98,83,40,15,135
29,43,1,16,50
113,23,138,1,6
65,16,43,19,50
64,1,74,122,15
29,19,23,68,67
24,16,37,67,43
111,1,65,28,24
1,28,16,90,67
149,6,15,16,42
15,65,140,24,98
138,98,40,37,15
138,6,24,19,29
24,15,133,83,42
3,135,6,83,19
64,1,135,71,148
40,1,138,98,64
96,44,1,3,94
44,54,103,13,15
16,50,6,65,125
16,122,125,42,6
37,3,15,6,122
2,145,26,21,33
148,135,65,6,23
76,34,90,15,19
1,15,7,2,137
83,122,149,16,68
149,28,135,68,65
137,16,116,13,21
23,24,6,149,65
16,23,3,24,19
37,23,19,64,74
116,44,94,2,53
83,140,65,24,23
2,16,65,64,90
94,2,37,13,23
50,37,98,15,28
15,37,98,113,64
6,16,37,28,65
6,1,67,16,133
13,16,29,83,135
19,36,67,83,24
135,6,23,111,29
94,13,15,42,44
40,68,111,15,83
138,15,19,36,24
21,2,52,94,1
133,68,42,1,19
15,19,67,98,6
29,24,90,26,15
113,37,50,83,1
67,15,90,24,42
24,68,40,1,98
28,37,19,76,40
87,3,2,77,22
1,29,36,65,24
90,149,16,46,83
1,6,149,19,46
13,37,135,24,78
19,3,148,15,135
83,90,40,1,6
83,116,68,16,24
46,149,40,15,19
28,40,67,23,16
68,42,24,65,140
113,65,143,67,64
1,28,16,24,6
74,83,23,16,42
6,1,16,111,68
83,65,143,37,125
64,40,1,67,42
23,40,143,98,50
68,29,23,50,6
111,16,50,65,19
19,37,83,23,76
40,67,140,24,23
140,98,83,149,90
98,65,37,50,125
105,128,13,117,21
19,67,1,135,42
83,68,42,111,15
137,2,44,14,94
19,36,16,37,76
29,140,83,90,98
98,64,19,16,42
44,21,2,24,13
1,65,50,140,37
24,111,64,40,15
125,98,16,19,65
1,64,111,40,83
2,37,40,64,1
83,19,90,24,65
133,137,3,2,44
50,98,138,16,42
40,42,37,83,45
37,42,149,34,83
83,67,16,65,125
15,83,40,90,45
21,87,94,2,122
135,149,1,116,40
13,128,100,7,94
19,23,149,28,83
87,137,2,96,3
13,21,116,2,85
113,3,44,21,1
87,2,7,54,122
21,13,7,91,2
7,1,113,21,3
33,3,53,44,21
90,23,65,50,83
100,16,15,1,23
65,23,113,67,42
94,137,2,3,128
23,143,24,16,125
122,29,40,98,24
13,83,6,37,135
26,7,54,2,87
1,15,64,98,29
3,33,44,7,89
24,67,15,68,40
100,24,40,83,23
42,83,40,143,50
1,90,68,19,135
67,74,37,23,16
29,24,111,40,28
68,50,23,6,98
29,6,23,149,98
19,28,133,24,68
6,90,1,113,16
1,23,50,29,138
148,1,37,46,67
3,1,148,71,6
15,1,149,28,135
83,23,15,74,42
40,1,23,28,111
40,135,23,76,36
24,40,50,37,135
43,67,6,24,65
2,40,6,1,90
42,65,19,113,40
1,19,65,54,24
68,1,16,138,83
16,28,29,6,15
7,44,96,21,87
143,24,37,83,138
68,50,29,65,28
33,44,7,3,133
64,23,6,37,65
6,133,67,50,96
125,16,6,50,122
65,6,68,140,90
65,68,29,40,138
83,42,113,138,64
33,94,43,21,1
111,16,65,1,135
13,54,15,77,2
7,1,44,2,16
15,13,43,68,67
2,24,40,15,65
1,40,16,143,37
1,37,125,65,23
7,3,96,116,54
29,54,83,135,16
94,21,44,42,1
122,6,1,98,135
13,44,7,120,94
67,1,83,42,37
137,117,44,13,54
122,50,29,65,40
23,15,26,24,37
28,19,6,149,68
16,1,83,133,37
145,7,3,1,15
68,83,29,19,65
19,90,98,149,37
1,2,133,96,54
133,149,40,6,96
6,1,67,3,15
117,3,33,14,1
149,6,83,46,135
91,13,94,7,54
137,44,148,7,81
42,143,83,50,67
64,50,140,24,40
143,122,83,113,23
43,40,50,68,24
16,1,122,2,148
42,116,135,24,6
23,67,24,42,83
1,96,3,7,103
45,3,28,16,15
21,2,15,44,137
6,1,42,23,37
44,2,23,3,13
37,1,68,46,24
29,37,140,65,50
143,138,6,50,98
54,3,21,96,87
1,42,16,29,68
68,43,98,1,23
21,2,128,7,96
50,1,23,15,143
90,140,24,6,149
42,113,116,13,44
40,50,19,42,125
43,68,29,34,16
24,37,65,36,16
43,3,13,81,1
37,65,19,54,1
37,1,24,148,16
13,2,3,26,7
1,54,13,96,103
83,149,140,6,24
116,3,7,89,13
135,44,7,2,137
122,15,50,65,37
98,122,64,19,37
37,24,122,83,1
15,96,19,29,149
6,113,37,19,34
15,16,29,24,133
15,19,40,42,111
83,103,13,2,94
7,1,3,15,2
103,33,117,7,21
95,22,3,2,77
83,15,6,40,98
83,138,23,111,37
40,34,113,90,23
1,24,29,28,3
40,6,42,28,29
50,6,138,122,67
15,140,29,50,64
1,113,125,15,64
16,111,40,6,50
42,15,94,21,13
7,103,87,13,37
2,26,53,22,3
42,83,23,67,98
6,23,16,3,40
24,50,19,1,133
3,95,53,1,2
19,24,15,3,37
37,140,6,149,1
34,6,24,46,16
16,24,6,74,23
24,46,6,78,37
65,1,16,138,3
23,149,42,83,24
149,26,15,50,19
83,15,111,50,42
125,1,113,6,67
15,3,90,24,149
138,83,74,1,24
42,64,6,16,1
6,23,34,36,1
46,23,7,42,37
7,87,117,2,94
135,40,68,16,37
74,6,98,37,40
68,28,50,111,6
67,37,50,1,149
15,16,24,19,23
34,68,37,90,116
40,67,111,65,23
67,1,140,40,16
2,3,13,1,105
2,13,1,53,33
6,143,74,113,24
40,138,37,67,16
113,90,16,1,135
149,40,16,90,68
23,67,138,6,74
2,81,44,7,21
15,19,1,40,3
15,6,125,40,67
40,65,138,16,143
54,33,13,87,3
13,23,83,7,42
111,83,1,15,16
122,37,149,23,68
33,14,16,3,94
16,3,68,15,1
15,40,149,24,64
77,87,13,21,3
67,19,24,122,15
37,42,1,6,116
2,3,13,21,116
29,64,19,15,98
111,50,37,83,68
24,19,90,67,16
3,94,117,26,13
15,29,65,19,16
29,3,40,42,16
28,98,6,37,68
65,111,37,50,1
3,23,42,29,1
6,37,113,40,1
37,19,149,133,50
24,36,65,15,6
29,140,16,23,68
6,122,24,67,1
23,90,24,83,64
135,83,15,36,37
50,83,138,40,28
141,77,3,44,22
40,24,100,65,37
3,33,2,16,53
98,24,37,6,3
67,15,135,24,19
23,19,67,29,42
113,98,67,6,37
113,74,67,40,1
15,19,98,68,37
111,23,19,68,28
42,6,15,24,64
24,23,50,29,83
90,24,65,2,40
98,6,16,65,15
44,87,16,7,117
1,50,67,74,64
135,28,1,149,6
53,33,14,1,26
6,24,15,23,26
149,90,34,16,116
65,90,37,19,1
143,24,23,37,65
116,6,44,13,7
6,98,16,68,3
149,90,6,19,23
44,103,53,33,21
29,90,65,50,16
67,40,6,113,24
21,3,2,103,137
36,29,19,15,16
15,68,90,6,113
77,13,33,94,3
24,15,65,64,143
16,98,15,74,6
7,2,1,133,103
37,6,64,98,65
16,50,23,98,65
83,2,103,44,13
24,42,74,143,83
68,23,135,28,149
149,21,44,2,103
23,19,15,2,98
6,23,133,28,42
1,2,3,16,21
6,23,65,16,28
15,91,21,2,3
113,1,83,42,46
122,37,64,74,23
143,15,37,122,113
50,16,37,143,125
2,42,87,21,3
138,36,67,37,83
68,37,42,28,40
24,16,1,67,100
24,37,100,83,16
67,65,83,148,24
137,3,44,67,94
40,1,143,42,24
1,13,149,2,87
14,128,3,13,33
50,15,113,6,125
16,96,6,50,133
67,90,65,83,1
1,83,149,40,23
1,2,85,43,54
33,103,94,13,137
7,87,89,116,13
19,1,64,90,50
23,46,149,68,113
23,37,19,50,111
135,37,34,42,68
44,81,7,1,6
64,83,65,16,40
64,40,98,113,6
148,1,24,135,13
37,6,42,122,65
24,116,1,37,113
28,29,24,42,1
23,37,125,138,42
16,23,143,19,125
77,3,2,22,95
6,90,28,24,83
94,33,96,7,1
26,29,23,90,15
138,24,37,42,16
24,138,15,113,42
149,24,28,135,23
100,24,67,1,83
37,15,3,149,65
81,133,3,13,7
149,15,83,140,24
1,33,21,3,122
37,122,1,143,40
23,98,90,67,37
74,65,98,122,37
16,3,37,15,65
44,128,15,33,94
64,19,24,42,74
23,64,143,42,125
50,19,43,16,24
1,13,15,145,33
96,1,83,43,3
40,37,96,67,19
76,16,1,19,34
90,65,140,29,23
6,135,1,54,29
33,7,3,15,54
16,90,19,42,113
19,64,6,42,122
64,48,15,28,6
7,44,133,2,19
100,1,24,28,37
16,83,65,40,37
23,133,19,24,68
16,3,138,15,90
83,149,64,140,65
40,113,67,143,15
42,28,40,16,133
6,19,23,46,42
113,46,135,23,19
74,143,122,23,1
26,94,3,14,21
113,21,2,117,44
26,13,7,87,2
71,83,148,3,1
6,40,138,143,64
91,55,81,13,3
15,149,83,67,140
21,7,83,94,13
64,15,65,37,3
113,1,13,44,3
111,16,50,19,37
74,143,40,6,37
24,37,40,6,125
28,23,83,42,16
16,15,64,24,111
19,34,1,116,90
6,67,40,24,96
74,15,24,6,67
24,122,143,65,74
7,2,26,87,54
53,3,21,44,13
50,98,74,138,6
7,21,54,2,122
44,81,101,1,2
65,37,74,1,64
65,19,54,29,1
6,19,29,24,1
2,7,105,14,44
6,90,83,28,15
65,28,6,15,19
15,83,42,6,1
19,34,83,37,42
13,7,2,87,44
16,19,116,68,34
13,33,14,3,2
1,37,29,40,68
24,36,23,16,19
19,135,40,1,68
117,94,44,103,7
83,6,24,138,37
64,65,67,1,125
40,67,42,19,113
44,21,13,101,53
98,23,113,37,15
29,24,111,64,135
122,68,19,28,15
15,16,67,42,23
65,37,29,16,135
24,65,46,16,135
135,34,37,42,149
94,81,44,21,7
7,1,48,2,94
24,37,100,19,40
74,40,98,113,16
44,33,94,13,103
23,40,149,135,46
42,138,6,65,40
1,6,143,50,113
116,135,40,1,83
26,3,96,7,44
125,98,50,1,138
96,3,2,54,1
1,116,3,2,13
23,40,68,16,122
83,68,65,135,1
15,42,65,6,122
137,3,33,44,7
2,15,21,128,44
1,23,138,83,143
50,125,40,42,1
98,24,68,28,29
64,19,6,42,1
149,42,19,34,135
16,133,87,143,68
133,40,37,24,3
1,16,74,15,83
103,30,1,44,21
67,15,83,13,68
23,1,29,40,42
137,33,103,7,128
7,23,94,3,44
83,6,143,98,16
37,148,67,24,78
135,37,13,1,78
94,3,87,33,44
68,116,37,15,149
16,14,1,140,45
143,19,113,42,24
6,74,23,24,122
23,65,149,122,29
40,42,23,122,24
64,83,42,6,40
135,46,24,42,23
1,67,15,40,28
1,3,65,140,15
28,6,83,98,122
28,23,16,111,40
133,29,23,96,19
45,6,29,1,16
29,19,3,67,37
67,37,113,42,24
103,53,2,33,21
19,36,37,76,6
98,6,37,83,50
68,98,29,50,135
54,96,21,94,7
54,44,13,46,1
2,3,148,1,143
40,16,50,122,23
98,16,40,23,3
40,90,65,83,140
101,137,33,2,21
65,1,149,37,64
1,28,50,16,37
113,135,83,24,37
23,6,111,29,19
28,37,1,50,83
133,19,23,67,16
81,103,149,2,21
65,50,143,83,23
67,29,83,6,28
65,122,64,6,143
67,122,138,40,6
40,42,67,37,19
50,3,28,19,16
50,24,16,40,43
103,6,7,1,2
40,6,46,24,116
13,42,54,43,7
6,29,43,65,67
16,6,40,68,67
67,138,28,40,6
83,37,28,65,15
116,94,7,33,21
19,6,29,54,64
98,67,138,90,65
28,23,24,90,98
68,90,113,83,37
83,98,65,64,42
1,74,125,42,19
98,3,83,90,1
65,98,37,23,1
67,65,45,140,23
42,24,37,28,133
40,83,138,24,67
90,23,6,37,36
15,138,113,19,50
148,3,19,65,16
111,50,83,138,19
15,65,16,43,50
90,34,68,24,40
149,7,42,3,44
109,21,1,2,94
24,19,40,16,23
64,54,16,111,24
42,116,103,2,44
1,15,100,29,16
83,125,98,37,67
50,23,19,125,67
90,24,37,65,42
143,98,37,42,1
98,40,90,140,50
3,137,7,123,44
15,65,83,64,1
137,2,7,54,117
67,28,1,40,15
83,50,40,37,19
23,19,68,83,113
21,13,87,16,2
116,40,135,15,90
37,16,148,15,135
40,15,74,42,83
44,37,94,7,42
50,24,111,37,1
122,15,74,40,1
83,23,42,125,143
19,23,140,67,16
113,40,1,24,65
19,90,28,16,40
64,19,15,122,6
6,122,65,1,23
24,122,68,98,37
64,19,90,6,83
65,24,1,3,67
83,54,24,19,6
16,96,6,133,29
113,15,16,125,19
6,67,37,50,122
68,1,28,6,122
16,3,42,44,87
135,28,148,83,71
64,50,19,40,140
64,50,83,125,1
103,14,26,13,3
116,16,83,34,23
64,98,37,16,90
29,19,40,3,42
6,26,37,29,15
15,1,45,42,16
64,15,42,37,3
6,28,76,90,135
50,23,42,6,37
37,15,50,122,6
68,7,16,148,19
50,1,19,74,15
40,15,98,37,135
37,19,24,113,16
87,44,7,2,145
15,83,90,6,29
1,13,7,33,101
34,28,6,36,83
15,13,7,53,2
81,21,87,2,7
122,23,113,37,125
1,138,65,83,23
1,40,90,116,113
42,125,98,138,6
40,46,90,37,135
40,65,138,16,6
145,1,7,2,44
64,83,16,24,143
24,23,135,6,111
34,113,15,16,40
105,128,103,7,13
15,83,65,36,138
148,15,6,24,135
24,125,50,15,1
94,81,21,44,7
6,140,64,67,23
22,54,21,1,3
42,133,40,83,28
37,23,67,15,16
54,83,15,65,64
101,13,21,7,137
24,16,149,6,26
